group_id,paths
19,data/standardized_jpg/sdv5/train/nature/001661.jpg|data/standardized_jpg/sdv5/train/nature/000392.jpg|data/standardized_jpg/sdv5/train/nature/000838.jpg|data/standardized_jpg/sdv5/train/nature/000144.jpg|data/standardized_jpg/sdv5/train/nature/001464.jpg|data/standardized_jpg/sdv5/train/nature/000545.jpg|data/standardized_jpg/sdv5/train/nature/001567.jpg|data/standardized_jpg/sdv5/train/nature/001015.jpg|data/standardized_jpg/sdv5/train/nature/001622.jpg|data/standardized_jpg/sdv5/train/nature/001432.jpg|data/standardized_jpg/sdv5/train/nature/001815.jpg|data/standardized_jpg/sdv5/train/nature/001442.jpg|data/standardized_jpg/sdv5/train/nature/001939.jpg|data/standardized_jpg/sdv5/train/nature/001657.jpg|data/standardized_jpg/sdv5/train/nature/001079.jpg|data/standardized_jpg/sdv5/train/ai/001648.jpg|data/standardized_jpg/sdv5/train/ai/001675.jpg|data/standardized_jpg/sdv5/train/ai/000654.jpg|data/standardized_jpg/sdv5/train/ai/000652.jpg|data/standardized_jpg/sdv5/train/ai/000929.jpg|data/standardized_jpg/sdv5/train/ai/000882.jpg|data/standardized_jpg/sdv5/train/ai/001487.jpg|data/standardized_jpg/sdv5/val/nature/000230.jpg|data/standardized_jpg/sdv5/val/nature/000418.jpg|data/standardized_jpg/sdv5/val/nature/000134.jpg|data/standardized_jpg/sdv5/val/nature/000256.jpg|data/standardized_jpg/sdv5/val/nature/000305.jpg|data/standardized_jpg/sdv5/val/nature/000199.jpg|data/standardized_jpg/sdv5/val/ai/000350.jpg|data/standardized_jpg/sdv5/val/ai/000437.jpg|data/standardized_jpg/sdv5/val/ai/000347.jpg|data/standardized_jpg/sdv5/val/ai/000021.jpg|data/standardized_jpg/sdv5/val/ai/000279.jpg|data/standardized_jpg/sdv5/val/ai/000314.jpg
20,data/standardized_jpg/sdv5/train/nature/000379.jpg|data/standardized_jpg/sdv5/train/nature/000701.jpg
21,data/standardized_jpg/sdv5/train/nature/001517.jpg|data/standardized_jpg/sdv5/train/nature/000680.jpg|data/standardized_jpg/sdv5/train/ai/001573.jpg|data/standardized_jpg/sdv5/train/ai/000601.jpg|data/standardized_jpg/sdv5/train/ai/000372.jpg
22,data/standardized_jpg/sdv5/train/nature/001271.jpg|data/standardized_jpg/sdv5/train/ai/000418.jpg|data/standardized_jpg/sdv5/val/nature/000407.jpg
23,data/standardized_jpg/sdv5/train/nature/000145.jpg|data/standardized_jpg/sdv5/train/ai/000238.jpg
24,data/standardized_jpg/sdv5/train/nature/000804.jpg|data/standardized_jpg/sdv5/train/nature/001638.jpg|data/standardized_jpg/sdv5/train/nature/000310.jpg|data/standardized_jpg/sdv5/train/nature/001740.jpg|data/standardized_jpg/sdv5/train/nature/000565.jpg|data/standardized_jpg/sdv5/train/nature/000001.jpg|data/standardized_jpg/sdv5/train/ai/001064.jpg|data/standardized_jpg/sdv5/val/nature/000441.jpg|data/standardized_jpg/sdv5/val/nature/000093.jpg|data/standardized_jpg/sdv5/val/nature/000097.jpg|data/standardized_jpg/sdv5/val/ai/000287.jpg
25,data/standardized_jpg/sdv5/train/nature/000186.jpg|data/standardized_jpg/sdv5/train/nature/001659.jpg|data/standardized_jpg/sdv5/train/nature/000042.jpg|data/standardized_jpg/sdv5/train/nature/001744.jpg|data/standardized_jpg/sdv5/train/nature/001124.jpg
26,data/standardized_jpg/sdv5/train/nature/001918.jpg|data/standardized_jpg/sdv5/train/nature/000315.jpg
27,data/standardized_jpg/sdv5/train/nature/001663.jpg|data/standardized_jpg/sdv5/train/nature/001886.jpg|data/standardized_jpg/sdv5/train/nature/000430.jpg|data/standardized_jpg/sdv5/train/nature/000291.jpg|data/standardized_jpg/sdv5/train/nature/001653.jpg|data/standardized_jpg/sdv5/train/ai/000880.jpg
28,data/standardized_jpg/sdv5/train/nature/000582.jpg|data/standardized_jpg/sdv5/train/ai/001373.jpg|data/standardized_jpg/sdv5/train/ai/000676.jpg|data/standardized_jpg/sdv5/train/ai/001781.jpg|data/standardized_jpg/sdv5/train/ai/001150.jpg|data/standardized_jpg/sdv5/train/ai/001757.jpg
29,data/standardized_jpg/sdv5/train/nature/000964.jpg|data/standardized_jpg/sdv5/train/nature/000917.jpg|data/standardized_jpg/sdv5/train/nature/001227.jpg|data/standardized_jpg/sdv5/train/ai/001432.jpg|data/standardized_jpg/sdv5/val/nature/000094.jpg
30,data/standardized_jpg/sdv5/train/nature/000742.jpg|data/standardized_jpg/sdv5/train/nature/001511.jpg|data/standardized_jpg/sdv5/train/nature/000601.jpg|data/standardized_jpg/sdv5/train/nature/001509.jpg
31,data/standardized_jpg/sdv5/train/nature/000583.jpg|data/standardized_jpg/sdv5/train/ai/001454.jpg
32,data/standardized_jpg/sdv5/train/nature/000540.jpg|data/standardized_jpg/sdv5/val/nature/000437.jpg
33,data/standardized_jpg/sdv5/train/nature/000232.jpg|data/standardized_jpg/sdv5/train/nature/000826.jpg|data/standardized_jpg/sdv5/train/ai/000390.jpg
34,data/standardized_jpg/sdv5/train/nature/001892.jpg|data/standardized_jpg/sdv5/val/ai/000222.jpg
35,data/standardized_jpg/sdv5/train/nature/001514.jpg|data/standardized_jpg/sdv5/train/nature/001451.jpg|data/standardized_jpg/sdv5/train/ai/000948.jpg|data/standardized_jpg/sdv5/train/ai/001513.jpg
36,data/standardized_jpg/sdv5/train/nature/001262.jpg|data/standardized_jpg/sdv5/train/nature/001735.jpg
37,data/standardized_jpg/sdv5/train/nature/001706.jpg|data/standardized_jpg/sdv5/train/nature/000837.jpg
38,data/standardized_jpg/sdv5/train/nature/001060.jpg|data/standardized_jpg/sdv5/train/nature/001658.jpg|data/standardized_jpg/sdv5/train/nature/001038.jpg|data/standardized_jpg/sdv5/train/ai/000270.jpg
39,data/standardized_jpg/sdv5/train/nature/001869.jpg|data/standardized_jpg/sdv5/train/nature/001279.jpg|data/standardized_jpg/sdv5/val/ai/000340.jpg
40,data/standardized_jpg/sdv5/train/nature/001458.jpg|data/standardized_jpg/sdv5/train/ai/001314.jpg
41,data/standardized_jpg/sdv5/train/nature/000020.jpg|data/standardized_jpg/sdv5/train/nature/000213.jpg
42,data/standardized_jpg/sdv5/train/nature/001470.jpg|data/standardized_jpg/sdv5/train/nature/000851.jpg|data/standardized_jpg/sdv5/train/nature/001218.jpg|data/standardized_jpg/sdv5/train/nature/000607.jpg|data/standardized_jpg/sdv5/train/ai/001213.jpg
43,data/standardized_jpg/sdv5/train/nature/000961.jpg|data/standardized_jpg/sdv5/train/ai/001551.jpg|data/standardized_jpg/sdv5/val/ai/000299.jpg|data/standardized_jpg/sdv5/val/ai/000488.jpg
44,data/standardized_jpg/sdv5/train/nature/000960.jpg|data/standardized_jpg/sdv5/train/nature/000685.jpg
45,data/standardized_jpg/sdv5/train/nature/000586.jpg|data/standardized_jpg/sdv5/train/nature/001028.jpg|data/standardized_jpg/sdv5/val/nature/000117.jpg
46,data/standardized_jpg/sdv5/train/nature/000579.jpg|data/standardized_jpg/sdv5/train/ai/000825.jpg|data/standardized_jpg/sdv5/train/ai/001080.jpg|data/standardized_jpg/sdv5/val/nature/000156.jpg
47,data/standardized_jpg/sdv5/train/nature/000223.jpg|data/standardized_jpg/sdv5/train/nature/000425.jpg|data/standardized_jpg/sdv5/train/ai/001225.jpg
48,data/standardized_jpg/sdv5/train/nature/000394.jpg|data/standardized_jpg/sdv5/train/ai/000708.jpg|data/standardized_jpg/sdv5/val/nature/000389.jpg
49,data/standardized_jpg/sdv5/train/nature/001288.jpg|data/standardized_jpg/sdv5/train/ai/001803.jpg
50,data/standardized_jpg/sdv5/train/nature/000155.jpg|data/standardized_jpg/sdv5/train/nature/001530.jpg|data/standardized_jpg/sdv5/val/nature/000345.jpg
51,data/standardized_jpg/sdv5/train/nature/001513.jpg|data/standardized_jpg/sdv5/train/nature/001162.jpg|data/standardized_jpg/sdv5/train/nature/000707.jpg|data/standardized_jpg/sdv5/train/ai/000647.jpg|data/standardized_jpg/sdv5/val/nature/000180.jpg|data/standardized_jpg/sdv5/val/ai/000099.jpg
52,data/standardized_jpg/sdv5/train/nature/000553.jpg|data/standardized_jpg/sdv5/train/ai/000530.jpg
53,data/standardized_jpg/sdv5/train/nature/001665.jpg|data/standardized_jpg/sdv5/train/nature/000275.jpg|data/standardized_jpg/sdv5/train/nature/001182.jpg|data/standardized_jpg/sdv5/val/nature/000260.jpg|data/standardized_jpg/sdv5/val/nature/000214.jpg
54,data/standardized_jpg/sdv5/train/nature/000209.jpg|data/standardized_jpg/sdv5/train/nature/000871.jpg|data/standardized_jpg/sdv5/train/nature/001163.jpg|data/standardized_jpg/sdv5/train/nature/000719.jpg|data/standardized_jpg/sdv5/train/nature/001655.jpg|data/standardized_jpg/sdv5/train/nature/001043.jpg|data/standardized_jpg/sdv5/train/ai/001489.jpg|data/standardized_jpg/sdv5/train/ai/001964.jpg|data/standardized_jpg/sdv5/val/nature/000393.jpg|data/standardized_jpg/sdv5/val/nature/000264.jpg
55,data/standardized_jpg/sdv5/train/nature/001857.jpg|data/standardized_jpg/sdv5/train/nature/001387.jpg
56,data/standardized_jpg/sdv5/train/nature/001062.jpg|data/standardized_jpg/sdv5/train/nature/001954.jpg|data/standardized_jpg/sdv5/train/nature/001157.jpg|data/standardized_jpg/sdv5/train/ai/001020.jpg|data/standardized_jpg/sdv5/train/ai/001641.jpg|data/standardized_jpg/sdv5/val/nature/000432.jpg
57,data/standardized_jpg/sdv5/train/nature/001704.jpg|data/standardized_jpg/sdv5/train/nature/001394.jpg|data/standardized_jpg/sdv5/train/ai/000971.jpg
58,data/standardized_jpg/sdv5/train/nature/001710.jpg|data/standardized_jpg/sdv5/train/nature/000735.jpg|data/standardized_jpg/sdv5/train/nature/001445.jpg
59,data/standardized_jpg/sdv5/train/nature/000340.jpg|data/standardized_jpg/sdv5/val/nature/000454.jpg
60,data/standardized_jpg/sdv5/train/nature/001512.jpg|data/standardized_jpg/sdv5/train/ai/000805.jpg
61,data/standardized_jpg/sdv5/train/nature/000864.jpg|data/standardized_jpg/sdv5/train/nature/000907.jpg
62,data/standardized_jpg/sdv5/train/nature/001005.jpg|data/standardized_jpg/sdv5/train/nature/001592.jpg|data/standardized_jpg/sdv5/val/ai/000217.jpg
63,data/standardized_jpg/sdv5/train/nature/000496.jpg|data/standardized_jpg/sdv5/train/ai/000627.jpg
64,data/standardized_jpg/sdv5/train/nature/001159.jpg|data/standardized_jpg/sdv5/train/ai/001142.jpg|data/standardized_jpg/sdv5/val/nature/000065.jpg
65,data/standardized_jpg/sdv5/train/nature/000535.jpg|data/standardized_jpg/sdv5/train/ai/001345.jpg
66,data/standardized_jpg/sdv5/train/nature/001824.jpg|data/standardized_jpg/sdv5/train/ai/001257.jpg|data/standardized_jpg/sdv5/val/ai/000424.jpg|data/standardized_jpg/sdv5/val/ai/000090.jpg
67,data/standardized_jpg/sdv5/train/nature/000290.jpg|data/standardized_jpg/sdv5/train/nature/001588.jpg|data/standardized_jpg/sdv5/train/nature/001647.jpg|data/standardized_jpg/sdv5/train/ai/001981.jpg|data/standardized_jpg/sdv5/train/ai/000102.jpg|data/standardized_jpg/sdv5/train/ai/000000.jpg|data/standardized_jpg/sdv5/val/ai/000261.jpg
68,data/standardized_jpg/sdv5/train/nature/001398.jpg|data/standardized_jpg/sdv5/train/nature/001747.jpg
69,data/standardized_jpg/sdv5/train/nature/000736.jpg|data/standardized_jpg/sdv5/train/nature/000298.jpg|data/standardized_jpg/sdv5/train/nature/001254.jpg
70,data/standardized_jpg/sdv5/train/nature/000044.jpg|data/standardized_jpg/sdv5/train/ai/000172.jpg
71,data/standardized_jpg/sdv5/train/nature/000722.jpg|data/standardized_jpg/sdv5/train/nature/001430.jpg
72,data/standardized_jpg/sdv5/train/nature/000454.jpg|data/standardized_jpg/sdv5/train/nature/001548.jpg
73,data/standardized_jpg/sdv5/train/nature/000695.jpg|data/standardized_jpg/sdv5/val/nature/000370.jpg
74,data/standardized_jpg/sdv5/train/nature/001212.jpg|data/standardized_jpg/sdv5/train/ai/000113.jpg
75,data/standardized_jpg/sdv5/train/nature/001562.jpg|data/standardized_jpg/sdv5/train/nature/000748.jpg
76,data/standardized_jpg/sdv5/train/nature/000683.jpg|data/standardized_jpg/sdv5/train/nature/000360.jpg
77,data/standardized_jpg/sdv5/train/nature/001953.jpg|data/standardized_jpg/sdv5/val/ai/000462.jpg
78,data/standardized_jpg/sdv5/train/nature/001833.jpg|data/standardized_jpg/sdv5/train/nature/000260.jpg|data/standardized_jpg/sdv5/train/nature/001814.jpg
79,data/standardized_jpg/sdv5/train/nature/001173.jpg|data/standardized_jpg/sdv5/train/ai/001553.jpg
80,data/standardized_jpg/sdv5/train/nature/001946.jpg|data/standardized_jpg/sdv5/train/nature/000205.jpg
81,data/standardized_jpg/sdv5/train/nature/001749.jpg|data/standardized_jpg/sdv5/train/nature/001694.jpg|data/standardized_jpg/sdv5/train/ai/001787.jpg
82,data/standardized_jpg/sdv5/train/nature/000137.jpg|data/standardized_jpg/sdv5/train/nature/000857.jpg
83,data/standardized_jpg/sdv5/train/nature/000679.jpg|data/standardized_jpg/sdv5/train/nature/001340.jpg
84,data/standardized_jpg/sdv5/train/nature/001771.jpg|data/standardized_jpg/sdv5/train/ai/000148.jpg
85,data/standardized_jpg/sdv5/train/nature/000309.jpg|data/standardized_jpg/sdv5/train/ai/000572.jpg
86,data/standardized_jpg/sdv5/train/nature/001942.jpg|data/standardized_jpg/sdv5/train/ai/001968.jpg
87,data/standardized_jpg/sdv5/train/nature/001639.jpg|data/standardized_jpg/sdv5/train/nature/001141.jpg
88,data/standardized_jpg/sdv5/train/nature/000269.jpg|data/standardized_jpg/sdv5/val/nature/000446.jpg
89,data/standardized_jpg/sdv5/train/nature/000916.jpg|data/standardized_jpg/sdv5/train/ai/001302.jpg
90,data/standardized_jpg/sdv5/train/nature/001360.jpg|data/standardized_jpg/sdv5/train/nature/000210.jpg
91,data/standardized_jpg/sdv5/train/nature/001758.jpg|data/standardized_jpg/sdv5/train/ai/001802.jpg|data/standardized_jpg/sdv5/train/ai/000985.jpg
92,data/standardized_jpg/sdv5/train/nature/001572.jpg|data/standardized_jpg/sdv5/train/nature/000176.jpg|data/standardized_jpg/sdv5/train/ai/001645.jpg|data/standardized_jpg/sdv5/val/ai/000224.jpg
93,data/standardized_jpg/sdv5/train/nature/000450.jpg|data/standardized_jpg/sdv5/train/ai/001400.jpg
94,data/standardized_jpg/sdv5/train/nature/001982.jpg|data/standardized_jpg/sdv5/train/nature/001565.jpg|data/standardized_jpg/sdv5/train/nature/001962.jpg
95,data/standardized_jpg/sdv5/train/nature/000322.jpg|data/standardized_jpg/sdv5/train/ai/001376.jpg
96,data/standardized_jpg/sdv5/train/nature/001160.jpg|data/standardized_jpg/sdv5/train/nature/000429.jpg|data/standardized_jpg/sdv5/train/ai/000435.jpg|data/standardized_jpg/sdv5/train/ai/001564.jpg
97,data/standardized_jpg/sdv5/train/nature/000518.jpg|data/standardized_jpg/sdv5/train/nature/001440.jpg
98,data/standardized_jpg/sdv5/train/nature/001835.jpg|data/standardized_jpg/sdv5/train/nature/001055.jpg
99,data/standardized_jpg/sdv5/train/nature/001809.jpg|data/standardized_jpg/sdv5/train/nature/001551.jpg
100,data/standardized_jpg/sdv5/train/nature/000445.jpg|data/standardized_jpg/sdv5/val/ai/000310.jpg
101,data/standardized_jpg/sdv5/train/nature/000337.jpg|data/standardized_jpg/sdv5/train/ai/000755.jpg|data/standardized_jpg/sdv5/train/ai/000570.jpg
102,data/standardized_jpg/sdv5/train/nature/001203.jpg|data/standardized_jpg/sdv5/train/ai/000779.jpg|data/standardized_jpg/sdv5/train/ai/001824.jpg
103,data/standardized_jpg/sdv5/train/nature/000121.jpg|data/standardized_jpg/sdv5/train/nature/001582.jpg
104,data/standardized_jpg/sdv5/train/nature/001583.jpg|data/standardized_jpg/sdv5/val/nature/000155.jpg
105,data/standardized_jpg/sdv5/train/nature/000474.jpg|data/standardized_jpg/sdv5/train/ai/000551.jpg
106,data/standardized_jpg/sdv5/train/nature/001150.jpg|data/standardized_jpg/sdv5/train/ai/001785.jpg|data/standardized_jpg/sdv5/val/ai/000266.jpg
107,data/standardized_jpg/sdv5/train/nature/000528.jpg|data/standardized_jpg/sdv5/train/nature/001643.jpg
108,data/standardized_jpg/sdv5/train/nature/000702.jpg|data/standardized_jpg/sdv5/train/nature/000563.jpg
109,data/standardized_jpg/sdv5/train/nature/000925.jpg|data/standardized_jpg/sdv5/train/nature/001791.jpg
110,data/standardized_jpg/sdv5/train/nature/000893.jpg|data/standardized_jpg/sdv5/val/nature/000184.jpg
111,data/standardized_jpg/sdv5/train/nature/000488.jpg|data/standardized_jpg/sdv5/train/nature/000329.jpg
112,data/standardized_jpg/sdv5/train/nature/000265.jpg|data/standardized_jpg/sdv5/train/ai/000505.jpg|data/standardized_jpg/sdv5/val/nature/000450.jpg
113,data/standardized_jpg/sdv5/train/nature/001812.jpg|data/standardized_jpg/sdv5/val/nature/000075.jpg
114,data/standardized_jpg/sdv5/train/nature/000489.jpg|data/standardized_jpg/sdv5/train/ai/001002.jpg
115,data/standardized_jpg/sdv5/train/nature/001595.jpg|data/standardized_jpg/sdv5/val/nature/000218.jpg
116,data/standardized_jpg/sdv5/train/nature/000106.jpg|data/standardized_jpg/sdv5/val/nature/000091.jpg
117,data/standardized_jpg/sdv5/train/nature/000648.jpg|data/standardized_jpg/sdv5/train/ai/000629.jpg|data/standardized_jpg/sdv5/train/ai/000563.jpg
118,data/standardized_jpg/sdv5/train/nature/001230.jpg|data/standardized_jpg/sdv5/val/ai/000275.jpg
119,data/standardized_jpg/sdv5/train/nature/001224.jpg|data/standardized_jpg/sdv5/val/ai/000054.jpg|data/standardized_jpg/sdv5/val/ai/000460.jpg
120,data/standardized_jpg/sdv5/train/nature/001793.jpg|data/standardized_jpg/sdv5/train/ai/001387.jpg|data/standardized_jpg/sdv5/val/nature/000353.jpg
121,data/standardized_jpg/sdv5/train/nature/001368.jpg|data/standardized_jpg/sdv5/train/nature/000177.jpg
122,data/standardized_jpg/sdv5/train/nature/001369.jpg|data/standardized_jpg/sdv5/val/ai/000342.jpg
123,data/standardized_jpg/sdv5/train/nature/001631.jpg|data/standardized_jpg/sdv5/train/nature/000239.jpg|data/standardized_jpg/sdv5/train/nature/000990.jpg|data/standardized_jpg/sdv5/train/nature/000416.jpg|data/standardized_jpg/sdv5/val/nature/000219.jpg|data/standardized_jpg/sdv5/val/ai/000228.jpg
124,data/standardized_jpg/sdv5/train/nature/000473.jpg|data/standardized_jpg/sdv5/val/ai/000221.jpg
125,data/standardized_jpg/sdv5/train/nature/001779.jpg|data/standardized_jpg/sdv5/train/nature/000820.jpg|data/standardized_jpg/sdv5/train/ai/001725.jpg
126,data/standardized_jpg/sdv5/train/nature/001553.jpg|data/standardized_jpg/sdv5/train/nature/001108.jpg|data/standardized_jpg/sdv5/train/ai/000918.jpg|data/standardized_jpg/sdv5/train/ai/000986.jpg
127,data/standardized_jpg/sdv5/train/nature/001237.jpg|data/standardized_jpg/sdv5/train/nature/001287.jpg
128,data/standardized_jpg/sdv5/train/nature/001425.jpg|data/standardized_jpg/sdv5/train/ai/000912.jpg
129,data/standardized_jpg/sdv5/train/nature/000403.jpg|data/standardized_jpg/sdv5/val/nature/000360.jpg
130,data/standardized_jpg/sdv5/train/nature/001133.jpg|data/standardized_jpg/sdv5/train/nature/000007.jpg
131,data/standardized_jpg/sdv5/train/nature/001457.jpg|data/standardized_jpg/sdv5/train/ai/000684.jpg|data/standardized_jpg/sdv5/val/ai/000327.jpg
132,data/standardized_jpg/sdv5/train/nature/001913.jpg|data/standardized_jpg/sdv5/train/ai/001849.jpg
133,data/standardized_jpg/sdv5/train/nature/001078.jpg|data/standardized_jpg/sdv5/train/ai/001245.jpg
134,data/standardized_jpg/sdv5/train/nature/001911.jpg|data/standardized_jpg/sdv5/train/nature/001732.jpg|data/standardized_jpg/sdv5/val/ai/000084.jpg
135,data/standardized_jpg/sdv5/train/nature/001118.jpg|data/standardized_jpg/sdv5/val/nature/000268.jpg
136,data/standardized_jpg/sdv5/train/nature/001332.jpg|data/standardized_jpg/sdv5/train/ai/000226.jpg
137,data/standardized_jpg/sdv5/train/nature/000010.jpg|data/standardized_jpg/sdv5/train/ai/000491.jpg
138,data/standardized_jpg/sdv5/train/nature/000005.jpg|data/standardized_jpg/sdv5/train/ai/001279.jpg
139,data/standardized_jpg/sdv5/train/nature/000603.jpg|data/standardized_jpg/sdv5/train/ai/001451.jpg
140,data/standardized_jpg/sdv5/train/nature/001280.jpg|data/standardized_jpg/sdv5/train/ai/000246.jpg
141,data/standardized_jpg/sdv5/train/nature/001478.jpg|data/standardized_jpg/sdv5/val/nature/000422.jpg
142,data/standardized_jpg/sdv5/train/nature/000362.jpg|data/standardized_jpg/sdv5/train/ai/001923.jpg|data/standardized_jpg/sdv5/val/nature/000174.jpg
143,data/standardized_jpg/sdv5/train/nature/000610.jpg|data/standardized_jpg/sdv5/train/ai/001267.jpg
144,data/standardized_jpg/sdv5/train/nature/000189.jpg|data/standardized_jpg/sdv5/train/ai/001103.jpg|data/standardized_jpg/sdv5/val/nature/000132.jpg
145,data/standardized_jpg/sdv5/train/nature/000017.jpg|data/standardized_jpg/sdv5/val/ai/000448.jpg
146,data/standardized_jpg/sdv5/train/nature/000765.jpg|data/standardized_jpg/sdv5/train/ai/001399.jpg
147,data/standardized_jpg/sdv5/train/ai/000422.jpg|data/standardized_jpg/sdv5/train/ai/001828.jpg
148,data/standardized_jpg/sdv5/train/ai/000145.jpg|data/standardized_jpg/sdv5/val/ai/000171.jpg
149,data/standardized_jpg/sdv5/train/ai/001299.jpg|data/standardized_jpg/sdv5/train/ai/000325.jpg
150,data/standardized_jpg/sdv5/train/ai/001510.jpg|data/standardized_jpg/sdv5/val/nature/000344.jpg
151,data/standardized_jpg/sdv5/train/ai/000746.jpg|data/standardized_jpg/sdv5/val/nature/000197.jpg
152,data/standardized_jpg/sdv5/train/ai/001843.jpg|data/standardized_jpg/sdv5/train/ai/001640.jpg
153,data/standardized_jpg/sdv5/train/ai/001561.jpg|data/standardized_jpg/sdv5/train/ai/001081.jpg
154,data/standardized_jpg/sdv5/train/ai/000640.jpg|data/standardized_jpg/sdv5/train/ai/001045.jpg
155,data/standardized_jpg/sdv5/train/ai/000721.jpg|data/standardized_jpg/sdv5/train/ai/001442.jpg|data/standardized_jpg/sdv5/train/ai/000370.jpg
156,data/standardized_jpg/sdv5/train/ai/001985.jpg|data/standardized_jpg/sdv5/train/ai/000932.jpg
157,data/standardized_jpg/sdv5/train/ai/001200.jpg|data/standardized_jpg/sdv5/val/nature/000296.jpg
158,data/standardized_jpg/sdv5/train/ai/000646.jpg|data/standardized_jpg/sdv5/train/ai/001283.jpg|data/standardized_jpg/sdv5/val/ai/000321.jpg
