group_id,paths
13,data/standardized_jpg/adm/train/nature/000231.jpg|data/standardized_jpg/adm/train/nature/000154.jpg|data/standardized_jpg/adm/train/nature/001617.jpg|data/standardized_jpg/adm/train/ai/000282.jpg|data/standardized_jpg/adm/val/nature/000376.jpg|data/standardized_jpg/adm/val/ai/000402.jpg
14,data/standardized_jpg/adm/train/nature/000392.jpg|data/standardized_jpg/adm/val/ai/000445.jpg
15,data/standardized_jpg/adm/train/nature/001073.jpg|data/standardized_jpg/adm/train/nature/000737.jpg
16,data/standardized_jpg/adm/train/nature/000812.jpg|data/standardized_jpg/adm/train/nature/000418.jpg|data/standardized_jpg/adm/train/nature/000977.jpg|data/standardized_jpg/adm/train/nature/001945.jpg|data/standardized_jpg/adm/train/nature/001200.jpg|data/standardized_jpg/adm/train/nature/001973.jpg|data/standardized_jpg/adm/train/nature/000881.jpg|data/standardized_jpg/adm/train/ai/001608.jpg|data/standardized_jpg/adm/train/ai/001585.jpg|data/standardized_jpg/adm/train/ai/001097.jpg|data/standardized_jpg/adm/val/nature/000131.jpg
17,data/standardized_jpg/adm/train/nature/001267.jpg|data/standardized_jpg/adm/train/nature/001935.jpg|data/standardized_jpg/adm/train/nature/000790.jpg|data/standardized_jpg/adm/train/nature/001710.jpg|data/standardized_jpg/adm/train/nature/001823.jpg|data/standardized_jpg/adm/train/nature/001120.jpg|data/standardized_jpg/adm/train/nature/001108.jpg|data/standardized_jpg/adm/train/nature/001295.jpg|data/standardized_jpg/adm/train/nature/001281.jpg|data/standardized_jpg/adm/train/nature/001692.jpg|data/standardized_jpg/adm/train/ai/000785.jpg|data/standardized_jpg/adm/train/ai/000905.jpg|data/standardized_jpg/adm/train/ai/000708.jpg|data/standardized_jpg/adm/train/ai/001749.jpg|data/standardized_jpg/adm/train/ai/001957.jpg|data/standardized_jpg/adm/train/ai/001362.jpg|data/standardized_jpg/adm/train/ai/001232.jpg|data/standardized_jpg/adm/train/ai/001597.jpg|data/standardized_jpg/adm/train/ai/001964.jpg|data/standardized_jpg/adm/train/ai/001807.jpg|data/standardized_jpg/adm/train/ai/001797.jpg|data/standardized_jpg/adm/train/ai/001224.jpg|data/standardized_jpg/adm/train/ai/001960.jpg|data/standardized_jpg/adm/train/ai/000114.jpg|data/standardized_jpg/adm/train/ai/001695.jpg|data/standardized_jpg/adm/train/ai/000823.jpg|data/standardized_jpg/adm/val/ai/000226.jpg|data/standardized_jpg/adm/val/ai/000430.jpg|data/standardized_jpg/adm/val/ai/000340.jpg|data/standardized_jpg/adm/val/ai/000485.jpg|data/standardized_jpg/adm/val/ai/000477.jpg|data/standardized_jpg/adm/val/ai/000471.jpg
18,data/standardized_jpg/adm/train/nature/000151.jpg|data/standardized_jpg/adm/train/nature/000382.jpg|data/standardized_jpg/adm/train/nature/001161.jpg|data/standardized_jpg/adm/train/nature/001655.jpg|data/standardized_jpg/adm/train/nature/001888.jpg|data/standardized_jpg/adm/train/ai/000958.jpg|data/standardized_jpg/adm/train/ai/000253.jpg|data/standardized_jpg/adm/train/ai/000679.jpg|data/standardized_jpg/adm/train/ai/000164.jpg|data/standardized_jpg/adm/train/ai/000979.jpg|data/standardized_jpg/adm/val/ai/000314.jpg
19,data/standardized_jpg/adm/train/nature/000804.jpg|data/standardized_jpg/adm/val/ai/000355.jpg|data/standardized_jpg/adm/val/ai/000483.jpg
20,data/standardized_jpg/adm/train/nature/000186.jpg|data/standardized_jpg/adm/train/nature/001825.jpg|data/standardized_jpg/adm/train/ai/000009.jpg|data/standardized_jpg/adm/train/ai/001707.jpg|data/standardized_jpg/adm/train/ai/000086.jpg|data/standardized_jpg/adm/train/ai/001825.jpg|data/standardized_jpg/adm/val/nature/000327.jpg|data/standardized_jpg/adm/val/nature/000045.jpg|data/standardized_jpg/adm/val/nature/000166.jpg
21,data/standardized_jpg/adm/train/nature/001065.jpg|data/standardized_jpg/adm/train/nature/000092.jpg
22,data/standardized_jpg/adm/train/nature/000421.jpg|data/standardized_jpg/adm/train/ai/001130.jpg
23,data/standardized_jpg/adm/train/nature/000227.jpg|data/standardized_jpg/adm/val/nature/000067.jpg
24,data/standardized_jpg/adm/train/nature/001850.jpg|data/standardized_jpg/adm/train/ai/001867.jpg
25,data/standardized_jpg/adm/train/nature/001688.jpg|data/standardized_jpg/adm/train/ai/000425.jpg
26,data/standardized_jpg/adm/train/nature/001475.jpg|data/standardized_jpg/adm/train/ai/000963.jpg
27,data/standardized_jpg/adm/train/nature/000019.jpg|data/standardized_jpg/adm/train/nature/001082.jpg
28,data/standardized_jpg/adm/train/nature/001449.jpg|data/standardized_jpg/adm/train/ai/001055.jpg
29,data/standardized_jpg/adm/train/nature/000795.jpg|data/standardized_jpg/adm/train/nature/001126.jpg
30,data/standardized_jpg/adm/train/nature/000971.jpg|data/standardized_jpg/adm/train/nature/000861.jpg|data/standardized_jpg/adm/train/nature/001783.jpg|data/standardized_jpg/adm/val/ai/000257.jpg
31,data/standardized_jpg/adm/train/nature/001892.jpg|data/standardized_jpg/adm/train/nature/001041.jpg|data/standardized_jpg/adm/train/ai/001884.jpg|data/standardized_jpg/adm/train/ai/000176.jpg
32,data/standardized_jpg/adm/train/nature/001662.jpg|data/standardized_jpg/adm/train/ai/001908.jpg
33,data/standardized_jpg/adm/train/nature/001110.jpg|data/standardized_jpg/adm/train/nature/001650.jpg
34,data/standardized_jpg/adm/train/nature/001716.jpg|data/standardized_jpg/adm/train/ai/000623.jpg
35,data/standardized_jpg/adm/train/nature/000622.jpg|data/standardized_jpg/adm/train/nature/001441.jpg|data/standardized_jpg/adm/train/ai/001835.jpg|data/standardized_jpg/adm/val/nature/000305.jpg
36,data/standardized_jpg/adm/train/nature/000144.jpg|data/standardized_jpg/adm/train/nature/000627.jpg|data/standardized_jpg/adm/train/ai/000234.jpg|data/standardized_jpg/adm/train/ai/000256.jpg|data/standardized_jpg/adm/train/ai/000264.jpg|data/standardized_jpg/adm/val/nature/000035.jpg
37,data/standardized_jpg/adm/train/nature/001538.jpg|data/standardized_jpg/adm/train/nature/000488.jpg|data/standardized_jpg/adm/train/nature/000639.jpg|data/standardized_jpg/adm/train/ai/000752.jpg|data/standardized_jpg/adm/train/ai/001170.jpg|data/standardized_jpg/adm/val/ai/000160.jpg
38,data/standardized_jpg/adm/train/nature/000632.jpg|data/standardized_jpg/adm/train/nature/000257.jpg
39,data/standardized_jpg/adm/train/nature/000183.jpg|data/standardized_jpg/adm/train/nature/000036.jpg|data/standardized_jpg/adm/train/ai/001969.jpg
40,data/standardized_jpg/adm/train/nature/000815.jpg|data/standardized_jpg/adm/train/ai/000787.jpg|data/standardized_jpg/adm/train/ai/000669.jpg|data/standardized_jpg/adm/train/ai/001568.jpg|data/standardized_jpg/adm/train/ai/001233.jpg|data/standardized_jpg/adm/train/ai/001693.jpg
41,data/standardized_jpg/adm/train/nature/000381.jpg|data/standardized_jpg/adm/train/nature/000324.jpg|data/standardized_jpg/adm/train/nature/000517.jpg|data/standardized_jpg/adm/train/ai/001620.jpg|data/standardized_jpg/adm/train/ai/001595.jpg
42,data/standardized_jpg/adm/train/nature/000550.jpg|data/standardized_jpg/adm/train/ai/000163.jpg
43,data/standardized_jpg/adm/train/nature/001128.jpg|data/standardized_jpg/adm/train/nature/001079.jpg|data/standardized_jpg/adm/train/ai/001333.jpg
44,data/standardized_jpg/adm/train/nature/000222.jpg|data/standardized_jpg/adm/train/ai/000402.jpg
45,data/standardized_jpg/adm/train/nature/000593.jpg|data/standardized_jpg/adm/train/nature/001088.jpg|data/standardized_jpg/adm/train/nature/000843.jpg|data/standardized_jpg/adm/train/nature/000204.jpg|data/standardized_jpg/adm/train/ai/001156.jpg|data/standardized_jpg/adm/val/nature/000347.jpg
46,data/standardized_jpg/adm/train/nature/000034.jpg|data/standardized_jpg/adm/train/ai/000277.jpg
47,data/standardized_jpg/adm/train/nature/001316.jpg|data/standardized_jpg/adm/train/nature/001146.jpg
48,data/standardized_jpg/adm/train/nature/001464.jpg|data/standardized_jpg/adm/train/nature/001711.jpg|data/standardized_jpg/adm/train/nature/001940.jpg|data/standardized_jpg/adm/train/nature/001234.jpg|data/standardized_jpg/adm/train/ai/001066.jpg|data/standardized_jpg/adm/train/ai/001128.jpg|data/standardized_jpg/adm/train/ai/001739.jpg|data/standardized_jpg/adm/train/ai/001956.jpg|data/standardized_jpg/adm/train/ai/001899.jpg|data/standardized_jpg/adm/train/ai/000612.jpg|data/standardized_jpg/adm/train/ai/000764.jpg|data/standardized_jpg/adm/val/nature/000269.jpg|data/standardized_jpg/adm/val/ai/000401.jpg
49,data/standardized_jpg/adm/train/nature/000974.jpg|data/standardized_jpg/adm/train/nature/000332.jpg|data/standardized_jpg/adm/train/nature/000205.jpg|data/standardized_jpg/adm/train/nature/000002.jpg|data/standardized_jpg/adm/train/nature/001080.jpg|data/standardized_jpg/adm/train/ai/001529.jpg|data/standardized_jpg/adm/train/ai/000622.jpg|data/standardized_jpg/adm/val/nature/000306.jpg|data/standardized_jpg/adm/val/nature/000060.jpg
50,data/standardized_jpg/adm/train/nature/000784.jpg|data/standardized_jpg/adm/val/ai/000141.jpg
51,data/standardized_jpg/adm/train/nature/001471.jpg|data/standardized_jpg/adm/train/nature/001329.jpg|data/standardized_jpg/adm/train/ai/001405.jpg|data/standardized_jpg/adm/train/ai/000517.jpg
52,data/standardized_jpg/adm/train/nature/001667.jpg|data/standardized_jpg/adm/train/nature/001769.jpg|data/standardized_jpg/adm/train/nature/000212.jpg|data/standardized_jpg/adm/train/ai/000457.jpg|data/standardized_jpg/adm/val/nature/000198.jpg
53,data/standardized_jpg/adm/train/nature/000237.jpg|data/standardized_jpg/adm/train/ai/001191.jpg
54,data/standardized_jpg/adm/train/nature/000394.jpg|data/standardized_jpg/adm/train/nature/001019.jpg|data/standardized_jpg/adm/train/ai/001181.jpg|data/standardized_jpg/adm/train/ai/001533.jpg
55,data/standardized_jpg/adm/train/nature/000419.jpg|data/standardized_jpg/adm/val/nature/000016.jpg|data/standardized_jpg/adm/val/ai/000157.jpg|data/standardized_jpg/adm/val/ai/000374.jpg
56,data/standardized_jpg/adm/train/nature/001288.jpg|data/standardized_jpg/adm/val/nature/000217.jpg
57,data/standardized_jpg/adm/train/nature/000141.jpg|data/standardized_jpg/adm/train/ai/001952.jpg|data/standardized_jpg/adm/train/ai/000760.jpg
58,data/standardized_jpg/adm/train/nature/000157.jpg|data/standardized_jpg/adm/train/nature/001543.jpg
59,data/standardized_jpg/adm/train/nature/000625.jpg|data/standardized_jpg/adm/val/nature/000228.jpg
60,data/standardized_jpg/adm/train/nature/000341.jpg|data/standardized_jpg/adm/train/nature/000559.jpg
61,data/standardized_jpg/adm/train/nature/001063.jpg|data/standardized_jpg/adm/val/nature/000455.jpg
62,data/standardized_jpg/adm/train/nature/001659.jpg|data/standardized_jpg/adm/train/ai/001727.jpg
63,data/standardized_jpg/adm/train/nature/000547.jpg|data/standardized_jpg/adm/train/ai/000791.jpg
64,data/standardized_jpg/adm/train/nature/001895.jpg|data/standardized_jpg/adm/train/nature/000792.jpg|data/standardized_jpg/adm/train/nature/000486.jpg|data/standardized_jpg/adm/val/ai/000059.jpg
65,data/standardized_jpg/adm/train/nature/001103.jpg|data/standardized_jpg/adm/train/nature/000331.jpg
66,data/standardized_jpg/adm/train/nature/001856.jpg|data/standardized_jpg/adm/val/ai/000246.jpg
67,data/standardized_jpg/adm/train/nature/000988.jpg|data/standardized_jpg/adm/train/nature/000484.jpg
68,data/standardized_jpg/adm/train/nature/001328.jpg|data/standardized_jpg/adm/train/ai/000731.jpg
69,data/standardized_jpg/adm/train/nature/001116.jpg|data/standardized_jpg/adm/train/nature/000836.jpg|data/standardized_jpg/adm/val/ai/000442.jpg
70,data/standardized_jpg/adm/train/nature/001670.jpg|data/standardized_jpg/adm/train/nature/001025.jpg|data/standardized_jpg/adm/train/nature/001693.jpg|data/standardized_jpg/adm/train/ai/000839.jpg|data/standardized_jpg/adm/train/ai/000784.jpg|data/standardized_jpg/adm/train/ai/001698.jpg|data/standardized_jpg/adm/train/ai/000793.jpg|data/standardized_jpg/adm/train/ai/001398.jpg|data/standardized_jpg/adm/train/ai/001761.jpg|data/standardized_jpg/adm/train/ai/001721.jpg|data/standardized_jpg/adm/train/ai/001696.jpg|data/standardized_jpg/adm/train/ai/001078.jpg|data/standardized_jpg/adm/train/ai/000763.jpg|data/standardized_jpg/adm/val/nature/000051.jpg|data/standardized_jpg/adm/val/ai/000125.jpg|data/standardized_jpg/adm/val/ai/000365.jpg
71,data/standardized_jpg/adm/train/nature/001894.jpg|data/standardized_jpg/adm/train/nature/000137.jpg
72,data/standardized_jpg/adm/train/nature/001089.jpg|data/standardized_jpg/adm/train/nature/001959.jpg|data/standardized_jpg/adm/train/nature/001046.jpg|data/standardized_jpg/adm/val/nature/000387.jpg|data/standardized_jpg/adm/val/ai/000481.jpg|data/standardized_jpg/adm/val/ai/000256.jpg
73,data/standardized_jpg/adm/train/nature/001704.jpg|data/standardized_jpg/adm/train/ai/001229.jpg|data/standardized_jpg/adm/train/ai/001392.jpg
74,data/standardized_jpg/adm/train/nature/000368.jpg|data/standardized_jpg/adm/train/ai/001491.jpg
75,data/standardized_jpg/adm/train/nature/000426.jpg|data/standardized_jpg/adm/train/nature/001602.jpg|data/standardized_jpg/adm/train/ai/001072.jpg|data/standardized_jpg/adm/train/ai/001719.jpg|data/standardized_jpg/adm/val/ai/000208.jpg
76,data/standardized_jpg/adm/train/nature/001506.jpg|data/standardized_jpg/adm/train/nature/000628.jpg
77,data/standardized_jpg/adm/train/nature/001248.jpg|data/standardized_jpg/adm/train/nature/000890.jpg
78,data/standardized_jpg/adm/train/nature/001207.jpg|data/standardized_jpg/adm/train/ai/000795.jpg|data/standardized_jpg/adm/train/ai/001765.jpg
79,data/standardized_jpg/adm/train/nature/000858.jpg|data/standardized_jpg/adm/train/nature/000482.jpg|data/standardized_jpg/adm/train/nature/001428.jpg|data/standardized_jpg/adm/train/nature/000919.jpg|data/standardized_jpg/adm/train/nature/000449.jpg|data/standardized_jpg/adm/train/nature/000271.jpg|data/standardized_jpg/adm/train/nature/000007.jpg|data/standardized_jpg/adm/train/nature/000600.jpg|data/standardized_jpg/adm/train/ai/001477.jpg|data/standardized_jpg/adm/train/ai/001557.jpg|data/standardized_jpg/adm/train/ai/000991.jpg|data/standardized_jpg/adm/train/ai/001668.jpg|data/standardized_jpg/adm/train/ai/000174.jpg|data/standardized_jpg/adm/val/nature/000191.jpg
80,data/standardized_jpg/adm/train/nature/001165.jpg|data/standardized_jpg/adm/train/ai/001261.jpg|data/standardized_jpg/adm/val/ai/000238.jpg
81,data/standardized_jpg/adm/train/nature/000253.jpg|data/standardized_jpg/adm/val/nature/000287.jpg
82,data/standardized_jpg/adm/train/nature/001415.jpg|data/standardized_jpg/adm/train/nature/000004.jpg|data/standardized_jpg/adm/train/nature/001253.jpg
83,data/standardized_jpg/adm/train/nature/001373.jpg|data/standardized_jpg/adm/train/ai/001175.jpg|data/standardized_jpg/adm/val/nature/000451.jpg
84,data/standardized_jpg/adm/train/nature/000904.jpg|data/standardized_jpg/adm/train/ai/001641.jpg
85,data/standardized_jpg/adm/train/nature/001366.jpg|data/standardized_jpg/adm/train/ai/001464.jpg|data/standardized_jpg/adm/train/ai/001148.jpg|data/standardized_jpg/adm/train/ai/001741.jpg|data/standardized_jpg/adm/train/ai/001446.jpg
86,data/standardized_jpg/adm/train/nature/001819.jpg|data/standardized_jpg/adm/train/nature/001623.jpg|data/standardized_jpg/adm/train/nature/001218.jpg|data/standardized_jpg/adm/train/nature/001354.jpg|data/standardized_jpg/adm/train/ai/000698.jpg|data/standardized_jpg/adm/val/ai/000234.jpg
87,data/standardized_jpg/adm/train/nature/001038.jpg|data/standardized_jpg/adm/val/ai/000338.jpg
88,data/standardized_jpg/adm/train/nature/000468.jpg|data/standardized_jpg/adm/train/nature/001433.jpg|data/standardized_jpg/adm/train/nature/001534.jpg|data/standardized_jpg/adm/train/ai/001637.jpg|data/standardized_jpg/adm/val/nature/000386.jpg|data/standardized_jpg/adm/val/nature/000046.jpg|data/standardized_jpg/adm/val/nature/000295.jpg|data/standardized_jpg/adm/val/nature/000265.jpg|data/standardized_jpg/adm/val/nature/000402.jpg|data/standardized_jpg/adm/val/ai/000199.jpg
89,data/standardized_jpg/adm/train/nature/000681.jpg|data/standardized_jpg/adm/train/ai/001904.jpg
90,data/standardized_jpg/adm/train/nature/000668.jpg|data/standardized_jpg/adm/train/ai/001343.jpg
91,data/standardized_jpg/adm/train/nature/000250.jpg|data/standardized_jpg/adm/train/ai/001659.jpg
92,data/standardized_jpg/adm/train/nature/000244.jpg|data/standardized_jpg/adm/train/ai/001089.jpg|data/standardized_jpg/adm/train/ai/001200.jpg
93,data/standardized_jpg/adm/train/nature/000245.jpg|data/standardized_jpg/adm/train/nature/001362.jpg|data/standardized_jpg/adm/train/nature/001901.jpg
94,data/standardized_jpg/adm/train/nature/001167.jpg|data/standardized_jpg/adm/train/ai/000615.jpg
95,data/standardized_jpg/adm/train/nature/001601.jpg|data/standardized_jpg/adm/train/nature/001173.jpg|data/standardized_jpg/adm/train/nature/001808.jpg|data/standardized_jpg/adm/train/nature/001954.jpg
96,data/standardized_jpg/adm/train/nature/000682.jpg|data/standardized_jpg/adm/train/nature/000308.jpg
97,data/standardized_jpg/adm/train/nature/000866.jpg|data/standardized_jpg/adm/train/nature/000329.jpg|data/standardized_jpg/adm/train/nature/001330.jpg|data/standardized_jpg/adm/train/nature/001085.jpg|data/standardized_jpg/adm/train/ai/000977.jpg|data/standardized_jpg/adm/train/ai/000368.jpg|data/standardized_jpg/adm/train/ai/001206.jpg|data/standardized_jpg/adm/train/ai/001408.jpg|data/standardized_jpg/adm/train/ai/000717.jpg|data/standardized_jpg/adm/train/ai/001722.jpg|data/standardized_jpg/adm/val/ai/000154.jpg
98,data/standardized_jpg/adm/train/nature/000133.jpg|data/standardized_jpg/adm/train/ai/001764.jpg|data/standardized_jpg/adm/train/ai/001551.jpg|data/standardized_jpg/adm/val/nature/000227.jpg|data/standardized_jpg/adm/val/ai/000171.jpg
99,data/standardized_jpg/adm/train/nature/001239.jpg|data/standardized_jpg/adm/train/nature/001597.jpg
100,data/standardized_jpg/adm/train/nature/000645.jpg|data/standardized_jpg/adm/train/nature/000450.jpg|data/standardized_jpg/adm/train/nature/000159.jpg|data/standardized_jpg/adm/train/ai/001701.jpg|data/standardized_jpg/adm/train/ai/001921.jpg|data/standardized_jpg/adm/train/ai/001953.jpg|data/standardized_jpg/adm/train/ai/001041.jpg|data/standardized_jpg/adm/val/ai/000318.jpg
101,data/standardized_jpg/adm/train/nature/000123.jpg|data/standardized_jpg/adm/val/ai/000214.jpg
102,data/standardized_jpg/adm/train/nature/001201.jpg|data/standardized_jpg/adm/train/nature/000923.jpg|data/standardized_jpg/adm/train/ai/001600.jpg|data/standardized_jpg/adm/train/ai/000809.jpg
103,data/standardized_jpg/adm/train/nature/001215.jpg|data/standardized_jpg/adm/train/nature/000438.jpg
104,data/standardized_jpg/adm/train/nature/001605.jpg|data/standardized_jpg/adm/train/ai/000412.jpg
105,data/standardized_jpg/adm/train/nature/000057.jpg|data/standardized_jpg/adm/train/ai/000393.jpg
106,data/standardized_jpg/adm/train/nature/000094.jpg|data/standardized_jpg/adm/train/nature/001378.jpg|data/standardized_jpg/adm/train/ai/000997.jpg|data/standardized_jpg/adm/val/nature/000246.jpg
107,data/standardized_jpg/adm/train/nature/000916.jpg|data/standardized_jpg/adm/train/nature/001902.jpg|data/standardized_jpg/adm/train/ai/001903.jpg
108,data/standardized_jpg/adm/train/nature/000902.jpg|data/standardized_jpg/adm/train/ai/001636.jpg
109,data/standardized_jpg/adm/train/nature/000903.jpg|data/standardized_jpg/adm/train/nature/000884.jpg
110,data/standardized_jpg/adm/train/nature/001360.jpg|data/standardized_jpg/adm/train/nature/001732.jpg
111,data/standardized_jpg/adm/train/nature/001189.jpg|data/standardized_jpg/adm/train/nature/000837.jpg|data/standardized_jpg/adm/train/ai/001303.jpg
112,data/standardized_jpg/adm/train/nature/001638.jpg|data/standardized_jpg/adm/val/nature/000360.jpg
113,data/standardized_jpg/adm/train/nature/000532.jpg|data/standardized_jpg/adm/val/ai/000098.jpg
114,data/standardized_jpg/adm/train/nature/000644.jpg|data/standardized_jpg/adm/train/ai/000460.jpg
115,data/standardized_jpg/adm/train/nature/000524.jpg|data/standardized_jpg/adm/train/nature/001268.jpg|data/standardized_jpg/adm/train/ai/000961.jpg|data/standardized_jpg/adm/val/nature/000438.jpg|data/standardized_jpg/adm/val/ai/000422.jpg
116,data/standardized_jpg/adm/train/nature/001174.jpg|data/standardized_jpg/adm/train/ai/000400.jpg
117,data/standardized_jpg/adm/train/nature/000096.jpg|data/standardized_jpg/adm/train/nature/001550.jpg|data/standardized_jpg/adm/val/nature/000418.jpg|data/standardized_jpg/adm/val/nature/000267.jpg
118,data/standardized_jpg/adm/train/nature/001439.jpg|data/standardized_jpg/adm/train/nature/001426.jpg|data/standardized_jpg/adm/train/ai/001266.jpg|data/standardized_jpg/adm/train/ai/000037.jpg|data/standardized_jpg/adm/train/ai/001013.jpg
119,data/standardized_jpg/adm/train/nature/001820.jpg|data/standardized_jpg/adm/val/nature/000114.jpg|data/standardized_jpg/adm/val/ai/000019.jpg
120,data/standardized_jpg/adm/train/nature/000519.jpg|data/standardized_jpg/adm/train/ai/000699.jpg
121,data/standardized_jpg/adm/train/nature/001029.jpg|data/standardized_jpg/adm/train/nature/000510.jpg
122,data/standardized_jpg/adm/train/nature/000848.jpg|data/standardized_jpg/adm/val/nature/000160.jpg
123,data/standardized_jpg/adm/train/nature/001559.jpg|data/standardized_jpg/adm/train/ai/001005.jpg
